id|shop_id|terminal_id|closed_at|opened_at|loyalty_id|staff_id|is_regular|is_refund|is_bulk
58c292d0-f232-44ba-8238-6468bce29bc2|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-1|2025-06-11 10:17:31|2025-06-11 10:17:31|17619_013-1 Борисполь_11.06.2025|013f22f3-e276-11ed-a067-000c295cb14akiev|true|false|false
cf7d8b8f-69a0-4144-823f-e5d1fc56bafd|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-1|2025-06-11 17:55:07|2025-06-11 17:55:07|17917_013-1 Борисполь_11.06.2025|013f22f3-e276-11ed-a067-000c295cb14akiev|true|false|false
5cc08968-7e18-4f8b-824a-c9ff2ceb0ff3|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-1|2025-06-11 14:29:56|2025-06-11 14:29:56|17782_013-1 Борисполь_11.06.2025|013f22f3-e276-11ed-a067-000c295cb14akiev|true|false|false
74b95c7d-c817-4158-8253-f6abc7c46547|635a06b9-9c40-44fb-98dc-65d7d4b846f7|Киев132-2|2025-06-11 18:14:06|2025-06-11 18:14:06|4835_132-2 Борисполь_11.06.2025|0576a2bd-2261-4ee0-bc64-4956b145d8e7kiev|true|false|false
39f00b38-e7df-44b4-8257-e2bbb54c6469|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-1|2025-06-11 19:08:13|2025-06-11 19:08:13|17990_013-1 Борисполь_11.06.2025|013f22f3-e276-11ed-a067-000c295cb14akiev|true|false|false
52017235-3942-45fd-825f-baa5a786b3d9|d68a0160-5606-4859-a389-639208c63a46|Киев108-2|2025-06-11 19:09:08|2025-06-11 19:09:08|212450_108-2 Киев_11.06.2025|c823e5bf-e6da-42ec-a744-3363c6caff12kiev|true|false|false
c045bbb6-68cd-4932-826d-d939f89e106d|d68a0160-5606-4859-a389-639208c63a46|Киев108-3|2025-06-11 19:56:53|2025-06-11 19:56:53|271108_108-3 Киев_11.06.2025|d1e823ed-e822-4fb3-bd4c-22268a416a09kiev|true|false|false
c00b7d33-a36a-4299-8273-5cd6bacf58f1|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-1|2025-06-11 14:22:30|2025-06-11 14:22:30|17775_013-1 Борисполь_11.06.2025|013f22f3-e276-11ed-a067-000c295cb14akiev|true|false|false
57b31e69-afaf-4d41-8275-3ef5034124e8|d68a0160-5606-4859-a389-639208c63a46|Киев108-4|2025-06-11 18:19:41|2025-06-11 18:19:41|11950_108-4 Киев_11.06.2025|63275287-b37b-4511-b8ff-64b02b2ffb27kiev|true|false|false
4869141a-8e73-4605-827b-d60e4e1d27b3|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-1|2025-06-11 09:00:22|2025-06-11 09:00:22|17572_013-1 Борисполь_11.06.2025|013f22f3-e276-11ed-a067-000c295cb14akiev|true|false|false
