id|receipt_id|product_id|scanned_at|receipt_closed_at|supplier_id|price|qty|total_price|original_price|margin_price_total|discount|total_vat|total_excise
1|b21c0143-cfa0-4c47-8b6d-dc9da9ecb87b|000010751|2025-06-15 13:29:55|2025-06-15 13:29:55|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|64,9|0,228|14,80|60,38985149|1,03111386|0,00||
6|bcc8deeb-310e-4aa7-b3a2-6a5999ce810c|000047613|2025-06-15 10:22:23|2025-06-15 10:22:23|eadc3edd-7296-11ea-8d99-000c2950e53b|62,9|1|62,90|47,4|15,5|||
9|756a9ffc-057e-4a01-a700-0971172a6291|000010751|2025-06-15 18:54:18|2025-06-15 18:54:18|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|64,9|0,486|31,54|61|1,894|0,00||
2|019e47a2-890b-4f55-aff4-3d63e0c81b7c|000049479|2025-06-15 15:46:33|2025-06-15 15:46:33|236246c5-9a8e-11ef-9311-000c29f6a6d8|28,9|2|57,80|23,1|11,6||9,17|2,75
6|bc4a93d4-edad-4973-bc80-f21a7886f5ab|000048363|2025-06-15 13:23:27|2025-06-15 13:23:27|null|0,4|2|0,80|0,24|0,32|||
1|2d2c7e89-43e0-49df-98c1-53f23a6ed308|000010441|2025-06-15 15:59:30|2025-06-15 15:59:30|08d38c0b-35ea-42b0-8139-d7c753e8a4d7|299,5|0,434|129,98|224,03998557|32,74664626|0,00||
3|39cb49d6-4370-4dce-b55c-abcc99256d3c|000009136|2025-06-15 18:13:03|2025-06-15 18:13:03|3c961c69-69bf-11ea-8d99-000c2950e53b|209,9|1,622|340,46|209,9|0,0022|0,00||
4|80fc21fa-3d04-4e28-b817-e94bcba5e946|000048363|2025-06-15 16:51:35|2025-06-15 16:51:35|null|0,4|1|0,40|0,24|0,16|||
7|d561957e-b123-4db7-841e-445bbf12a3af|000012400|2025-06-15 11:02:10|2025-06-15 11:02:10|3c961c69-69bf-11ea-8d99-000c2950e53b|199,9|1,375|274,69|199,9|-0,1725|0,17||
3|24060268-c6d4-4ddf-9d4b-bb7ce943b233|000006778|2025-06-15 14:07:31|2025-06-15 14:07:31|eadc3edd-7296-11ea-8d99-000c2950e53b|399,9|0,24|95,98|325,19995158|17,93201162|0,00||
6|6d38a9ff-5ab5-4b8b-bdbb-0000e4e88ac9|000031491|2025-06-15 18:23:31|2025-06-15 18:23:31|null|270|0,539|116,42|86,78666667|69,64198666|29,11||
