id|shop_id|terminal_id|closed_at|opened_at|loyalty_id|staff_id|is_regular|is_refund|is_bulk
c0e079cb-6c13-40d8-8020-d0063dafc83e|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 11:14:22|2025-06-12 11:14:22|124739_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
6b04830c-6dc6-42e7-8021-857d4527c669|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 11:36:48|2025-06-12 11:36:48|124755_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
09f8b075-4da9-4767-81af-0151ccf9e801|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 12:11:12|2025-06-12 12:11:12|124779_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
57f09553-96c7-42b7-8262-24b236fd94d8|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 12:23:07|2025-06-12 12:23:07|124792_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
29fbce18-35dd-432a-82cc-5ca143eb0d87|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 12:18:11|2025-06-12 12:18:11|124785_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
6c246b76-57c0-4015-8346-fbf99b5e29a5|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 19:58:49|2025-06-12 19:58:49|125102_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
eb7520ca-88b9-4fc9-83d1-1130baa4f831|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 12:18:29|2025-06-12 12:18:29|124786_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
5b6144d2-c965-46e9-8426-17df606994ea|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 20:06:19|2025-06-12 20:06:19|125110_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
ddde51d3-cac9-4e50-8544-efc0b2c3694d|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 13:46:19|2025-06-12 13:46:19|124851_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
dccf72fb-be25-488f-8545-86979e89008e|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 18:56:22|2025-06-12 18:56:22|125066_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
1fa41d9b-7aeb-4303-8657-03ebccff1a30|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 17:27:54|2025-06-12 17:27:54|124990_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
cb02b4fc-7d2f-4418-8658-647b1d434855|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 17:21:18|2025-06-12 17:21:18|124984_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
3020bc16-6f3e-4cf0-8658-845248667664|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-12 15:55:14|2025-06-12 15:55:14|124928_113-1 БЦ (ДАН)_12.06.2025|1553255f-ad80-4cba-ae21-513aba5d96e7bel|true|false|false
