id|shop_id|terminal_id|closed_at|opened_at|loyalty_id|staff_id|is_regular|is_refund|is_bulk
4dd1b5e2-a0c5-4c5e-81b8-d8e137565f9c|29b8d3cb-ed21-477a-b88b-f545f1ed9f5d|Харьков222-2|2025-06-12 13:50:14|2025-06-12 13:50:14|882_222-2 Лозовая_12.06.2025|4ee956ed-4a87-45d9-a022-de7b708c0bf1khar|true|false|false
f015604f-3265-4409-81bb-d36945a6905d|d3bdeef2-8c3d-4fe0-a847-a743a6b3f9e9|Харьков240-7|2025-06-12 20:30:22|2025-06-12 20:30:22|20723_240-7 Богодухов Рулька_12.06.2025|7fdde636-8af5-435c-a4b9-4fc2283a7afekhar|true|false|false
767755ce-76f5-4280-81bc-ada792e942e9|6a85cfce-0380-48af-b6b7-274d5445cb48|Харьков230-3|2025-06-12 16:22:52|2025-06-12 16:22:52|7887_230-3 Чугуев (РУЛЬКА)_12.06.2025|f8ee3326-c52b-4c88-91e7-959472d2e3d0khar|true|false|false
0a3342d7-0c40-405d-81bd-586f62f0c254|2bf6e0fc-0a19-46ac-b67c-dd600bc58a85|Харьков199-1|2025-06-12 18:27:27|2025-06-12 18:27:27|7242_199-1 Харьков_12.06.2025|e2ff9193-4892-4cce-a45a-194cc2d394bekhar|true|false|false
75395fd2-8722-403d-81bd-f80ab203a0c8|ea5281c5-f484-4638-8e63-bdc5853283f4|Харьков220-3|2025-06-12 18:43:20|2025-06-12 18:43:20|8509_220-3 Ольшаны_12.06.2025|74a49358-ead7-4337-90bc-656ec6b2b1dfkhar|true|false|false
826bd968-567e-493c-81be-72489e2c5ad0|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|Харьков229-5|2025-06-12 16:33:34|2025-06-12 16:33:34|10302_229-5 Красноград (РУЛЬКА)_12.06.2025|b0b8a6e7-2404-11ef-a071-000c295cb14akhar|true|false|false
a60215da-0c85-4902-81bf-4dacaf202deb|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|Харьков229-4|2025-06-12 10:21:23|2025-06-12 10:21:23|2354_229-4 Красноград (РУЛЬКА)_12.06.2025|0fa0bc30-ec60-4dd4-99f3-46b603429c34khar|true|false|false
30dde732-f95c-4a14-81bf-b2f8e1c42179|abdd6e55-042f-4a2a-841b-bba860e77054|Харьков210-2|2025-06-12 17:11:28|2025-06-12 17:11:28|17205_210-2 Люботин_12.06.2025|6b3a0fd6-847e-44bf-895c-278a28bb9114khar|true|false|false
f79b05d6-742a-4ec1-81c0-04f8c1d443ae|d3bdeef2-8c3d-4fe0-a847-a743a6b3f9e9|Харьков240-2|2025-06-12 08:33:49|2025-06-12 08:33:49|12492_240-2 Богодухов Рулька_12.06.2025|85f59764-0de2-11ef-a06f-000c295cb14akhar|true|false|false
85776cab-306a-4a7c-81c0-06ddfbc312a0|d3bdeef2-8c3d-4fe0-a847-a743a6b3f9e9|Харьков240-8|2025-06-12 14:26:37|2025-06-12 14:26:37|10783_240-8 Богодухов Рулька_12.06.2025|6e87a7de-f411-4985-b141-cb1e93ef18d0khar|true|false|false
702828e3-6dba-481d-81c3-b2ed2c72baac|8362eaac-6e5a-4ac3-981d-c99c8c059fad|Харьков271-1|2025-06-12 20:31:46|2025-06-12 20:31:46|67988_271-1 Горького (ЩЕДРИК)_12.06.2025|9802985a-6c73-4d8e-8f25-35dbafacf070khar|true|false|false
2671d84f-65d7-40c7-81c7-d164b09f8cde|c75105c3-7058-440b-ba5c-9810192d2955|Харьков235-1|2025-06-12 10:29:22|2025-06-12 10:29:22|2813_235-1 Харьков (РУЛЬКА)_12.06.2025|4a726a74-1811-11ef-a06f-000c295cb14akhar|true|false|false
24df2e69-0bfb-4578-81c9-bc6a85fdb424|a4e707c0-11c3-4921-badd-3e0d3ff58890|Харьков234|2025-06-12 15:45:49|2025-06-12 15:45:49|220357_234 Богодухов Кондитерка_12.06.2025|3b4b8d52-798b-4d3d-8253-969a03f25e1dkhar|true|false|false
2d66e292-c91f-4535-81ca-db93584485f4|97dade7f-d628-4c31-8983-9e176481e67f|Харьков267-1|2025-06-12 14:02:42|2025-06-12 14:02:42|22897_267-1 Пересичное (РУЛЬКА)_12.06.2025|7c16c4c0-cd65-4888-b97d-911156d25803khar|true|false|false
72e582c8-e252-4a82-81ce-a9e863dd1700|d3bdeef2-8c3d-4fe0-a847-a743a6b3f9e9|Харьков240-1|2025-06-12 11:56:10|2025-06-12 11:56:10|150710_240-1 Богодухов Рулька_12.06.2025|44659c25-06bf-11ef-a06f-000c295cb14akhar|true|false|false
c8d54612-caa6-4c1f-81cf-f2457693e449|d3bdeef2-8c3d-4fe0-a847-a743a6b3f9e9|Харьков240-8|2025-06-12 07:31:47|2025-06-12 07:31:47|10535_240-8 Богодухов Рулька_12.06.2025|6e87a7de-f411-4985-b141-cb1e93ef18d0khar|true|false|false
1a2b4c52-1ed5-4bf4-81d1-0487d228d36a|a4e707c0-11c3-4921-badd-3e0d3ff58890|Харьков234|2025-06-12 18:28:19|2025-06-12 18:28:19|220463_234 Богодухов Кондитерка_12.06.2025|3b4b8d52-798b-4d3d-8253-969a03f25e1dkhar|true|false|false
7d8db05d-6268-4e70-81d2-7d56906bca54|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|Харьков229-5|2025-06-12 09:44:51|2025-06-12 09:44:51|10087_229-5 Красноград (РУЛЬКА)_12.06.2025|b0b8a6e7-2404-11ef-a071-000c295cb14akhar|true|false|false
ddb165a7-5052-4e2a-81d3-9d7c7e9a2b61|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|Харьков229-5|2025-06-12 09:17:16|2025-06-12 09:17:16|10052_229-5 Красноград (РУЛЬКА)_12.06.2025|b0b8a6e7-2404-11ef-a071-000c295cb14akhar|true|false|false
b6c1be8f-a780-4033-81d9-dea7eb0528ea|5e90c339-f57f-49f5-8c93-94977c413816|Харьков211-2|2025-06-12 11:50:57|2025-06-12 11:50:57|72766_211-2 Харьков_12.06.2025|af2a67ec-b93b-4ded-8a0c-a5936d77a55akhar|true|false|false
cb205cfd-2581-46cb-81d9-e28f54e4c467|d3bdeef2-8c3d-4fe0-a847-a743a6b3f9e9|Харьков240-1|2025-06-12 17:46:40|2025-06-12 17:46:40|150917_240-1 Богодухов Рулька_12.06.2025|44659c25-06bf-11ef-a06f-000c295cb14akhar|true|false|false
e1dad6ba-e909-41ad-81dd-01be44d5f9e2|c75105c3-7058-440b-ba5c-9810192d2955|Харьков235-3|2025-06-12 13:20:11|2025-06-12 13:20:11|18677_235-3 Харьков (РУЛЬКА)_12.06.2025|ace1b368-9dbc-11ee-a06c-000c295cb14akhar|true|false|false
7b1ce09d-883a-4447-81dd-c7783445bf18|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|Харьков229-3|2025-06-12 20:22:28|2025-06-12 20:22:28|7527_229-3 Красноград (РУЛЬКА)_12.06.2025|b23346c1-feb4-41a7-8ad8-7efb1497f711khar|true|false|false
29eb29a5-d584-4881-81dd-fc0cc6d364dd|d3bdeef2-8c3d-4fe0-a847-a743a6b3f9e9|Харьков240-5|2025-06-12 11:42:26|2025-06-12 11:42:26|10198_240-5 Богодухов Рулька_12.06.2025|ddce2f1e-0606-11ef-a06f-000c295cb14akhar|true|false|false
cab154ef-f0e5-41d1-81df-6ce05711a910|29b8d3cb-ed21-477a-b88b-f545f1ed9f5d|Харьков222-7|2025-06-12 07:43:00|2025-06-12 07:43:00|19158_222-7 Лозовая_12.06.2025|f68141ad-24a9-4680-9c19-e830d83220f9khar|true|false|false
f36e1e8d-3e7b-4650-81e0-545ad51dde06|6a85cfce-0380-48af-b6b7-274d5445cb48|Харьков230-4|2025-06-12 18:49:29|2025-06-12 18:49:29|17049_230-4 Чугуев (РУЛЬКА)_12.06.2025|56ede838-b264-44bb-94b7-ec2cea47d69dkhar|true|false|false
9e256c3b-7bfc-40d1-81e3-fc7bcf39d156|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|Харьков229-5|2025-06-12 12:20:26|2025-06-12 12:20:26|10171_229-5 Красноград (РУЛЬКА)_12.06.2025|b0b8a6e7-2404-11ef-a071-000c295cb14akhar|true|false|false
b0e7dec6-31b4-4906-81e5-59ff81b04cd9|d3bdeef2-8c3d-4fe0-a847-a743a6b3f9e9|Харьков240-6|2025-06-12 15:56:54|2025-06-12 15:56:54|12673_240-6 Богодухов Рулька_12.06.2025|36396c5c-c7ac-4e6d-9996-cb31c9501b9ekhar|true|false|false
a0d0c77f-1989-4870-81e6-7b41f82e6df1|97dade7f-d628-4c31-8983-9e176481e67f|Харьков267-3|2025-06-12 17:47:57|2025-06-12 17:47:57|70567_267-3 Пересичное (РУЛЬКА)_12.06.2025|2eb1028a-39d3-41b0-9bbb-8d78b78091d5khar|true|false|false
df418df5-db9c-4fa6-81e8-cee4b208360f|2bf6e0fc-0a19-46ac-b67c-dd600bc58a85|Харьков199-3|2025-06-12 10:32:15|2025-06-12 10:32:15|151064_199-3 Харьков_12.06.2025|6be9e90f-d0d1-4997-9d7c-c7dcf16950ackhar|true|false|false
