id|receipt_id|product_id|scanned_at|receipt_closed_at|supplier_id|price|qty|total_price|original_price|margin_price_total|discount|total_vat|total_excise
8|91e79b45-68da-4399-b866-0bbc537daf13|000049454|2025-06-12 12:23:02|2025-06-12 12:23:02|b492a632-ab59-4db3-a882-60a35dee3e96|142,5|1|141,77|114,14|27,63|0,73||
1|90fa9f8b-1e35-41fd-8dfd-0d5a653b6c78|000024846|2025-06-12 09:34:39|2025-06-12 09:34:39|43f9ca52-b6fa-4ef9-9afa-5405a0920441|69,9|1|69,90|60,096|9,804|||
3|a445a541-7ad2-4987-b454-58ff8b6ccfe6|000042365|2025-06-12 13:05:58|2025-06-12 13:05:58|517cafb9-eb32-4eef-b9d0-9b51f796061e|279,5|0,246|68,76|198|20,052|0,00||
2|6190667b-ca5e-4a34-a8e3-39a0ae92f06d|000045422|2025-06-12 14:50:39|2025-06-12 14:50:39|be91368d-1c1f-11f0-9d5d-000c29bb747f|32,9|1|32,90|24,79|8,11|||
10|31e64f24-e055-4a5f-bff6-c871caaeb9d5|000024310|2025-06-12 16:10:58|2025-06-12 16:10:58|8b63eda6-7e8a-4240-a4cf-056a071ee358|28,9|2|57,80|20,98|15,84|||
1|9795f8f8-e917-427f-9d5a-79127aae8b31|000042431|2025-06-12 17:10:23|2025-06-12 17:10:23|6cb9091b-3044-4d21-aa64-57bc2966f2cd|33,4|1|33,40|21,5|11,9|||
3|96eadf30-e816-41d3-99f6-1b99f200cdef|000034025|2025-06-12 17:41:41|2025-06-12 17:41:41|43f9ca52-b6fa-4ef9-9afa-5405a0920441|24|3|48,05|12,696|9,962|23,95||
5|905a0bec-7688-4ee6-911f-d0aa3e132cc6|000050316|2025-06-12 11:47:34|2025-06-12 11:47:34|517cafb9-eb32-4eef-b9d0-9b51f796061e|179,9|0,193|34,72|140|7,7|0,00||
14|6e1e4e7a-4488-45a3-a53c-65d0f4d14781|000054881|2025-06-12 10:34:07|2025-06-12 10:34:07|fe1ff7e4-99f0-41cd-b287-378e43a56994|25,9|1|25,90|17,22|8,68|||
1|05d122c7-a69c-4e9d-8368-f717f1ba8621|000040947|2025-06-12 15:38:09|2025-06-12 15:38:09|517cafb9-eb32-4eef-b9d0-9b51f796061e|169,9|0,579|98,37|137|19,047|0,00||
9|30e1e5cc-064a-40e7-b43f-4c8d270f0083|000034498|2025-06-12 18:14:45|2025-06-12 18:14:45|98c998fd-de19-44a2-bae4-b00f3afd8129|11,5|2|23,00|10,056|2,888|||
9|747582ba-ff68-4222-a5eb-cd3e9d4b20b9|000030550|2025-06-12 12:07:49|2025-06-12 12:07:49|8b63eda6-7e8a-4240-a4cf-056a071ee358|99,9|1|99,90|88,14|11,76|||
7|31e64f24-e055-4a5f-bff6-c871caaeb9d5|000037893|2025-06-12 16:10:58|2025-06-12 16:10:58|ddcc7426-25c6-11f0-9d5d-000c29bb747f|32,3|1|32,30|25,86|6,44|||
1|1258f427-6004-4fcb-b508-b4adf5a37075|000019647|2025-06-12 21:47:14|2025-06-12 21:47:14|c6ef5b24-8e2b-4c79-befa-2883a4da4968|34,5|1|34,50|29,1|5,4|||
16|30e1e5cc-064a-40e7-b43f-4c8d270f0083|000028869|2025-06-12 18:14:45|2025-06-12 18:14:45|4659b347-9f5b-4478-9b2f-5719aaa06b9c|4,45|15|66,75|3,9|8,25|||
3|a3aab802-1dd5-4b06-acb7-941a710a57f8|000042406|2025-06-12 12:25:35|2025-06-12 12:25:35|98c998fd-de19-44a2-bae4-b00f3afd8129|16,9|2|33,80|11,52|10,76|||
2|d83b4e17-91eb-4feb-a064-b260163dd00f|000019728|2025-06-12 13:16:18|2025-06-12 13:16:18|54cefe91-632b-4596-a471-874f3a242dc2|51,9|1|51,90|43,92|7,98||8,24|2,47
1|f8f2f4c8-5ea5-409a-add8-d826106e87a1|000009400|2025-06-12 09:38:37|2025-06-12 09:38:37|86e51bb9-b877-11ef-9d5c-000c29bb747f|159,9|1,818|290,70|133,008|48,891456|0,00||
