id|receipt_id|product_id|scanned_at|receipt_closed_at|supplier_id|price|qty|total_price|original_price|margin_price_total|discount|total_vat|total_excise
1|a5e346bd-5c72-42a8-a27b-c0243445dd17|000019502|2025-06-14 16:47:16|2025-06-14 16:47:16|7c3aa9ce-619d-4307-b1c9-87871b466d5b|37,2|2|74,40|23,6|27,2||11,81|3,54
1|7acebcd6-bec0-4722-8d3f-5396d8c16964|000047924|2025-06-14 09:15:06|2025-06-14 09:15:06|07a82b1d-ab0f-4db9-9d64-755c9eff60e9|144,8|1|144,80|138,09|6,71|||
5|81fa4357-7107-47bd-a4d1-6e2ded8bc72e|000010676|2025-06-14 20:13:15|2025-06-14 20:13:15|9255ef4b-e587-4a6b-bfd9-33c944fe96d5|69,9|0,708|49,49|62,5|5,24|0,00||
8|8017170a-a719-4f73-bf27-5ed690472e04|000043673|2025-06-14 10:59:57|2025-06-14 10:59:57|3c16a088-d76a-4996-bf49-36b9294071f4|35,3|1|35,30|26,06|9,24|||
4|b404cfe6-4ee8-4ee6-9480-48cd6dbcf33f|000025312|2025-06-14 09:22:30|2025-06-14 09:22:30|2c3312aa-d6df-4f8b-b480-89254977d4f7|32,9|5|164,50|28,5|22|||
15|8017170a-a719-4f73-bf27-5ed690472e04|000030549|2025-06-14 10:59:57|2025-06-14 10:59:57|8b63eda6-7e8a-4240-a4cf-056a071ee358|49,5|1|49,50|38,64|10,86|||
3|878e9935-95ca-4132-8cf3-e002f4c7bd5b|000053258|2025-06-14 10:03:59|2025-06-14 10:03:59|6f981d21-ef13-4c54-b61c-382609319209|12,5|1|12,47|9,624|2,846|0,03||
4|23eb31fd-e9b5-41d0-9d23-e495419dc1ea|000047262|2025-06-14 14:03:50|2025-06-14 14:03:50|null|119,9|0,937|112,35|83,49662969|34,11365798|0,00||
4|2d61a251-1c3a-461f-9224-2eddc7d89562|000012387|2025-06-14 18:39:13|2025-06-14 18:39:13|c1b39c71-ce7b-463f-959c-ccfd9998883e|29,9|0,783|22,83|25|3,255|0,58||
4|7fbe5432-fd3b-497c-b4d4-34a18bc191be|000010761|2025-06-14 14:55:14|2025-06-14 14:55:14|9255ef4b-e587-4a6b-bfd9-33c944fe96d5|129|0,098|12,64|108|2,056|0,00||
1|9560ce7a-6230-4954-9d66-58a31672a9f4|000047450|2025-06-14 12:01:29|2025-06-14 12:01:29|null|49,9|2,92|145,71|39,1|31,538|0,00||
23|dc0a4cf2-4498-448f-a0d9-2e2e2af24136|000048475|2025-06-14 13:26:25|2025-06-14 13:26:25|335838d6-2c12-11f0-9d5d-000c29bb747f|67,9|1|67,90|42,24|25,66|||
9|f8223412-c92c-46b4-bf12-aa3161fd9187|000010574|2025-06-14 19:15:11|2025-06-14 19:15:11|62fa272f-6647-4a3e-ad41-d90145cf7d08|164,2|1|164,20|119,88|44,32|||
8|e2fc613e-70d3-44d7-b499-68dd5a033721|000024310|2025-06-14 21:07:32|2025-06-14 21:07:32|8b63eda6-7e8a-4240-a4cf-056a071ee358|28,9|1|28,90|20,98|7,92|||
7|8c21c574-4a79-4021-b053-a06db8071e21|000051067|2025-06-14 21:11:32|2025-06-14 21:11:32|3e6579b1-e8a4-4a3c-bbbe-cba34af3c52a|39,5|1|39,50|31|8,5|||
1|cdbedebe-250e-417d-a35a-0be230a5c592|000037231|2025-06-14 12:30:08|2025-06-14 12:30:08|3e346b39-073f-4e85-a24a-41d807207587|42,4|2|84,80|35,34|14,12|||
1|561cca5e-2e52-4f86-bd25-95d7cd3aab54|000045859|2025-06-14 17:46:09|2025-06-14 17:46:09|6cb9091b-3044-4d21-aa64-57bc2966f2cd|5|1|5,00|2,6|2,4|||
2|329905f1-2d09-4ce9-8f10-a68afa83732e|000049554|2025-06-14 14:14:15|2025-06-14 14:14:15|fad5625b-1271-4fca-a498-14f1cf5fba98|22,5|1|22,42|16,86|5,56|0,08||
1|c7a436c2-42f0-443a-97a2-f9fbed612cb4|000045658|2025-06-14 21:01:56|2025-06-14 21:01:56|null|19|1|19,00||19|||
1|1eb82367-9bf6-4464-82e7-afa0dc096561|000014727|2025-06-14 10:18:24|2025-06-14 10:18:24|07a82b1d-ab0f-4db9-9d64-755c9eff60e9|129,8|1|129,80|123,81|5,99|||
1|2b5e3cd7-027e-473f-929b-d9cf59b69230|000005028|2025-06-14 07:59:34|2025-06-14 07:59:34|45cb02ba-98f2-412a-943d-5dbfff44e07a|24,5|1|24,50|22,56|1,94|||
2|5db6d21a-466b-4068-b12e-5d3daff37a18|000049554|2025-06-14 18:44:19|2025-06-14 18:44:19|fad5625b-1271-4fca-a498-14f1cf5fba98|22,5|1|22,50|16,86|5,64|||
2|8b13514e-63fe-4f0e-83e6-e4e493d4628a|000006254|2025-06-14 08:32:04|2025-06-14 08:32:04|1dae72c6-fde1-4033-aa02-42e4e429dcbb|59,7|1|59,70|54,42|5,28|||
6|02dfba68-8bda-497d-b713-cbdbbc0e3e77|000045236|2025-06-14 16:27:39|2025-06-14 16:27:39|9175cb4d-d232-458f-acc9-6ec8389a44fa|62,9|1|62,90|40,5|22,4|||
3|da2a6e2a-f177-4f91-9d2c-581c0a2b980e|000010820|2025-06-14 18:39:59|2025-06-14 18:39:59|9255ef4b-e587-4a6b-bfd9-33c944fe96d5|199|0,294|58,51|150|14,41|0,00||
5|4e36ff47-2455-4f8f-a8b7-80abb03a2e0c|000045995|2025-06-14 09:58:09|2025-06-14 09:58:09|cff7ba99-6572-42cd-9cdb-45b664f77f53|12,9|3|38,70|8,58|12,96|||
1|792ff007-5f13-4e22-b7db-fd1915856c2b|000028869|2025-06-14 16:55:55|2025-06-14 16:55:55|4659b347-9f5b-4478-9b2f-5719aaa06b9c|4,45|15|66,75|3,9|8,25|||
10|2a0b2a2d-57e3-4675-9e0c-d4e3fa26ff6d|000009207|2025-06-14 16:09:10|2025-06-14 16:09:10|0e9530e4-2505-40b5-a446-fb468157807f|13,9|2|27,80|8,5|10,8|||
13|d63f181a-8e67-4363-a451-891f57af560e|000043530|2025-06-14 14:38:16|2025-06-14 14:38:16|a2265bdf-a799-4f35-888f-de65500366a3|177,9|0,367|65,29|136,62|15,15046|0,00||
1|05787f97-6f2f-4592-b14f-0071853d53b5|000021231|2025-06-14 10:51:21|2025-06-14 10:51:21|9255ef4b-e587-4a6b-bfd9-33c944fe96d5|32,9|0,614|20,20|28,99354839|2,39796129|0,00||
1|c070b658-85b6-4f76-b07a-d58c73a3bf69|000046960|2025-06-14 13:50:05|2025-06-14 13:50:05|43f9ca52-b6fa-4ef9-9afa-5405a0920441|285,5|0,232|66,24|242,30401939|10,0254675|0,00||
2|a7cfb3cc-ea20-44d1-b28c-ef4690360306|000046960|2025-06-14 21:44:03|2025-06-14 21:44:03|43f9ca52-b6fa-4ef9-9afa-5405a0920441|285,5|0,139|39,68|242,30401939|5,9997413|0,00||
14|80783f3f-12f0-4d26-bb5b-1c761e6c6f73|000023854|2025-06-14 14:01:11|2025-06-14 14:01:11|0471115e-b82f-47e2-8a36-83695bb7d89f|18,6|1|18,60|15,96|2,64|||
19|b6a8bc17-28be-4c50-98b2-828f41634d5c|000032361|2025-06-14 13:34:52|2025-06-14 13:34:52|42995d0c-cf1d-4655-af04-e30d64de9033|90,9|1|90,90|57,54|33,36|||
3|9c4b5b10-9ce8-49c5-95d8-7e4a44dffec8|000028869|2025-06-14 14:28:21|2025-06-14 14:28:21|4659b347-9f5b-4478-9b2f-5719aaa06b9c|4,45|15|66,75|3,9|8,25|||
2|20023d92-76e7-4392-8091-886a6bcf80f5|000029066|2025-06-14 21:39:41|2025-06-14 21:39:41|b8b51730-3ee9-462e-b6a8-0c424e325ed8|149,5|0,331|49,48|111|12,739|0,00||
5|07f69358-bc89-4c10-8c34-076f68fce2ce|000015447|2025-06-14 10:39:14|2025-06-14 10:39:14|fad5625b-1271-4fca-a498-14f1cf5fba98|24,9|1|24,85|16,98|7,87|0,05||
11|05e45e97-c383-4403-bea5-64d11bad39c2|000010693|2025-06-14 19:56:02|2025-06-14 19:56:02|9255ef4b-e587-4a6b-bfd9-33c944fe96d5|154,9|0,276|42,75|120|9,63|0,00||
7|3e6a0d61-3e9b-453f-b35b-58da333a9474|000046509|2025-06-14 15:32:48|2025-06-14 15:32:48|07a82b1d-ab0f-4db9-9d64-755c9eff60e9|134,8|1|134,80|128,58|6,22|||
1|d5392dc4-8728-4bd9-b362-1ff4f5d5ba09|000021839|2025-06-14 15:37:44|2025-06-14 15:37:44|3df59805-0096-48e8-8009-bc371b370669|13,5|1|13,50|10,5|3|||
1|b85b7791-d232-4530-8d5e-50db65cb57eb|000010507|2025-06-14 20:14:59|2025-06-14 20:14:59|1dae72c6-fde1-4033-aa02-42e4e429dcbb|39,9|1|39,90|38,22|1,68|||
2|855f53e4-4939-4765-a528-f6a8ad65c285|000048363|2025-06-14 13:35:21|2025-06-14 13:35:21|6cb9091b-3044-4d21-aa64-57bc2966f2cd|0,4|1|0,40|0,24|0,16|||
3|7a1bdde8-98fb-4271-b1f7-ad50b9438fd0|000026636|2025-06-14 16:02:30|2025-06-14 16:02:30|b8b51730-3ee9-462e-b6a8-0c424e325ed8|199,5|0,466|92,97|152,80252366|21,76402397|0,00||
16|e2d78a82-33da-4cb5-bcae-47087834229c|000006745|2025-06-14 14:25:18|2025-06-14 14:25:18|d4705d96-b1a2-4e81-85c1-c759e67bf6c8|297,5|0,246|71,77|240|12,73|1,42||
4|e97d085a-400c-4d31-b5d2-f554360f1589|000010751|2025-06-14 18:20:40|2025-06-14 18:20:40|9255ef4b-e587-4a6b-bfd9-33c944fe96d5|54,9|0,578|31,73|44|6,298|0,00||
4|93224367-aee0-444f-9fce-bb53b2d7053a|000054762|2025-06-14 21:22:44|2025-06-14 21:22:44|6f981d21-ef13-4c54-b61c-382609319209|11,5|1|11,50|10,62|0,88|||
2|85283208-7afd-4927-a212-ab44ec6e68a0|000053614|2025-06-14 20:39:43|2025-06-14 20:39:43|5858045f-f999-11ef-9d5d-000c29bb747f|14,9|1|14,90|11,4|3,5|||
6|ebcbbbfd-c174-498b-8fef-a6c38f655b40|000042402|2025-06-14 19:00:31|2025-06-14 19:00:31|98c998fd-de19-44a2-bae4-b00f3afd8129|16,9|1|16,90|11,52|5,38|||
11|5c957c7c-472e-4dcb-8c02-c60168e4eec2|000036449|2025-06-14 19:28:25|2025-06-14 19:28:25|b8b51730-3ee9-462e-b6a8-0c424e325ed8|299,5|0,274|82,06|233,46428571|18,09078572|0,00||
4|6f6329c5-7215-45e2-a3ef-6c327ac1a561|000045861|2025-06-14 20:37:37|2025-06-14 20:37:37|6cb9091b-3044-4d21-aa64-57bc2966f2cd|3,5|1|3,50|1,42|2,08|||
1|087d2b50-15cf-44ef-b41f-cf7ad870cc74|000021842|2025-06-14 19:08:54|2025-06-14 19:08:54|3df59805-0096-48e8-8009-bc371b370669|24,5|1|24,50|19,43|5,07|||
2|71de6c59-f133-4737-be94-c9bcc7693d0f|000054567|2025-06-14 21:30:16|2025-06-14 21:30:16|6cb9091b-3044-4d21-aa64-57bc2966f2cd|53,9|1|53,90|41,76|12,14|||
1|148e68ec-4a12-4afd-bb74-7f36edd17f3b|000020586|2025-06-14 14:26:49|2025-06-14 14:26:49|43f9ca52-b6fa-4ef9-9afa-5405a0920441|29,9|4|119,60|21,996|31,616|||
8|75c3b45f-0150-4005-9fe5-99d506bfa81e|000033770|2025-06-14 14:32:10|2025-06-14 14:32:10|42995d0c-cf1d-4655-af04-e30d64de9033|59,9|1|59,90|57,54|2,36|||
7|e6e6178a-eb5b-419e-8f19-568bc896df27|000008489|2025-06-14 10:38:01|2025-06-14 10:38:01|3e6579b1-e8a4-4a3c-bbbe-cba34af3c52a|69,9|0,341|23,84|52,5|5,9375|0,00||
2|da9fcf3f-3430-4961-8bf8-83ddf3a0906d|000050492|2025-06-14 12:35:38|2025-06-14 12:35:38|2339e691-5b6e-4023-a02e-3de64d45d8a4|59,9|1|59,90|41,76|18,14|||
2|8e6b7c38-bab1-4af5-a246-d11c9a4c5935|000034025|2025-06-14 11:13:33|2025-06-14 11:13:33|43f9ca52-b6fa-4ef9-9afa-5405a0920441|24|1|24,00|12,696|11,304|||
2|8b8488e6-19dc-4fe7-be97-ff620bf1e480|000008663|2025-06-14 17:56:16|2025-06-14 17:56:16|517cafb9-eb32-4eef-b9d0-9b51f796061e|129,9|0,444|57,68|119,61|4,57316|0,00||
3|45d6972f-80bc-4135-8c5f-c58cf89dd4f7|000036074|2025-06-14 13:49:12|2025-06-14 13:49:12|6cb9091b-3044-4d21-aa64-57bc2966f2cd|49,9|1|49,90|42,45|7,45|||
3|02dfba68-8bda-497d-b713-cbdbbc0e3e77|000054997|2025-06-14 16:27:39|2025-06-14 16:27:39|null|154,9|0,64|99,14|121,85885167|21,15033493|0,00||
3|9a4c2e89-d4ff-4d6b-a3ff-f3abb36164d1|000041612|2025-06-14 15:54:46|2025-06-14 15:54:46|6f981d21-ef13-4c54-b61c-382609319209|27,5|1|27,50|18,036|9,464|||
7|f24fbbeb-b8c4-47a6-86b2-589ad3acb0e6|000006812|2025-06-14 20:35:47|2025-06-14 20:35:47|0202285c-0651-4300-91a0-c6b4bcb20715|345|0,204|70,38|265|16,32|||
4|238c705d-1b97-4182-bc68-e9c5fd67cf6a|000051915|2025-06-14 11:34:10|2025-06-14 11:34:10|6d45c48c-3720-442b-a2ee-b27d5c8088cf|22,5|1|20,40|16,56|3,84|2,10||
5|a5317c86-71a7-4e41-86b7-94653c0ae094|000024310|2025-06-14 19:02:35|2025-06-14 19:02:35|8b63eda6-7e8a-4240-a4cf-056a071ee358|28,9|31|895,90|20,98|245,52|||
3|f36e750d-4b33-4a90-8f6b-6e2fc526462e|000047262|2025-06-14 11:15:07|2025-06-14 11:15:07|null|119,9|0,624|74,82|83,49662969|22,71810307|0,00||
1|fad793ab-9310-4246-b8be-b06dfe6e05c2|000032233|2025-06-14 18:18:51|2025-06-14 18:18:51|f47b2f47-104c-4919-97aa-1a2c6a68059b|69,6|1|69,60|59,76|9,84||11,05|3,31
4|f2b938b6-0817-4497-b1f9-34779a34a516|000048363|2025-06-14 10:53:17|2025-06-14 10:53:17|6cb9091b-3044-4d21-aa64-57bc2966f2cd|0,4|1|0,40|0,24|0,16|||
1|d705960c-409f-479d-953b-e62ccfa26a68|000045861|2025-06-14 14:45:36|2025-06-14 14:45:36|6cb9091b-3044-4d21-aa64-57bc2966f2cd|3,5|1|3,50|1,42|2,08|||
1|280d148d-ae9f-4756-975f-0e0ec233cc5e|000042780|2025-06-14 20:57:51|2025-06-14 20:57:51|d1abb394-4832-4ea7-b8a6-08004e862646|41,9|2|83,80|34,62|14,56||13,30|3,99
10|a14289f6-cad1-449c-9146-754f2b3e6a15|000051641|2025-06-14 13:19:20|2025-06-14 13:19:20|98c998fd-de19-44a2-bae4-b00f3afd8129|19,9|1|19,90|15,92268657|3,97731343|||
2|1b75eeab-30ec-4e7e-820c-6612ddaeac0d|000006023|2025-06-14 18:24:00|2025-06-14 18:24:00|c6ef5b24-8e2b-4c79-befa-2883a4da4968|34,5|1|34,50|29,1|5,4|||
11|eab9bf3e-bdf8-40c5-9d2a-4f629e9d9e8a|000010732|2025-06-14 08:52:54|2025-06-14 08:52:54|9255ef4b-e587-4a6b-bfd9-33c944fe96d5|34,9|0,15|5,24|27|1,19|-0,01||
14|cb51fb46-6d27-4240-94c4-47d42b94dc1e|000004873|2025-06-14 10:20:23|2025-06-14 10:20:23|45cb02ba-98f2-412a-943d-5dbfff44e07a|379,9|0,25|94,98|234,18636364|36,43340909|-0,01||
1|d65d30c9-5db8-44a5-86a8-933b07b8c8e8|000045658|2025-06-14 19:30:46|2025-06-14 19:30:46|null|19|2|38,00||38|||
2|a3b87897-7752-45a1-8d5a-ae9ad66a4e0a|000005873|2025-06-14 17:28:59|2025-06-14 17:28:59|c6ef5b24-8e2b-4c79-befa-2883a4da4968|22,6|1|22,60|18,84|3,76|||
1|e6e6178a-eb5b-419e-8f19-568bc896df27|000033772|2025-06-14 10:38:01|2025-06-14 10:38:01|d09b7672-7115-11ef-9d56-000c29bb747f|24,7|1|24,70|18,96|5,74|||
1|80664c67-7db1-4b9b-ba3c-d908e4c6d357|000052776|2025-06-14 15:07:05|2025-06-14 15:07:05|00c3a8c8-6c33-4f04-88a3-0da101805192|59,9|1|59,90|43,86|16,04|||
3|b6a8bc17-28be-4c50-98b2-828f41634d5c|000005028|2025-06-14 13:34:52|2025-06-14 13:34:52|45cb02ba-98f2-412a-943d-5dbfff44e07a|24,5|1|24,50|22,56|1,94|||
2|f0d653fe-a17f-416e-af95-7c02571486b7|000019590|2025-06-14 19:03:12|2025-06-14 19:03:12|7c3aa9ce-619d-4307-b1c9-87871b466d5b|21,9|1|21,90|19,77604167|2,12395833||3,48|1,04
12|80783f3f-12f0-4d26-bb5b-1c761e6c6f73|000048474|2025-06-14 14:01:11|2025-06-14 14:01:11|335838d6-2c12-11f0-9d5d-000c29bb747f|59,9|1|59,90|38,4|21,5|||
25|0da7fa14-3566-419f-8ff7-87f4596e1c86|000051635|2025-06-14 14:58:29|2025-06-14 14:58:29|5a4dbd11-9afd-4f58-8abd-3cab8226acda|13,9|1|13,90|9,96|3,94|||
