id|shop_id|terminal_id|closed_at|opened_at|loyalty_id|staff_id|is_regular|is_refund|is_bulk
b0f0f0d6-ad48-4eea-8016-68f7c6cfeb18|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-13 19:48:12|2025-06-13 19:48:12|125554_113-1 БЦ (ДАН)_13.06.2025|13806e11-1f56-11ef-9307-000c29f6a6d8bel|true|false|false
f057b709-3a1a-4f8b-80b1-aaecd659d93d|ffdbc03b-272e-471a-9da1-a0de9392516c|СМК-БЦ100-2|2025-06-13 17:20:32|2025-06-13 17:20:32|4597_100-2 БЦ (РУЛЬКА) _13.06.2025|c88bcaa8-f41d-48db-b12f-34fd3bfff522bel|true|false|false
9b8384aa-7902-480e-8126-fe6293982cc6|ffdbc03b-272e-471a-9da1-a0de9392516c|СМК-БЦ100-2|2025-06-13 13:08:52|2025-06-13 13:08:52|4476_100-2 БЦ (РУЛЬКА) _13.06.2025|cb16e7ab-294e-497b-b5db-eba7d58ce401bel|true|false|false
a5bb6a46-a05f-4400-817f-ef2bcfbce0b2|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-13 17:04:44|2025-06-13 17:04:44|125439_113-1 БЦ (ДАН)_13.06.2025|13806e11-1f56-11ef-9307-000c29f6a6d8bel|true|false|false
93fc2414-8ce0-4bcd-81ad-cd4bcd69c59d|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-13 20:24:44|2025-06-13 20:24:44|125569_113-1 БЦ (ДАН)_13.06.2025|13806e11-1f56-11ef-9307-000c29f6a6d8bel|true|false|false
dc82da15-e9a9-4402-81e8-a7ce6d0c5302|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-13 13:09:35|2025-06-13 13:09:35|125318_113-1 БЦ (ДАН)_13.06.2025|13806e11-1f56-11ef-9307-000c29f6a6d8bel|true|false|false
fbdd65a8-8ae4-4a3b-8225-ac19105b19b1|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-13 18:23:22|2025-06-13 18:23:22|125493_113-1 БЦ (ДАН)_13.06.2025|13806e11-1f56-11ef-9307-000c29f6a6d8bel|true|false|false
a251ae89-abb9-41e3-8251-d43cef98e080|22e13257-9042-4348-bc52-803c9ffbe8fb|СМК-БЦ113-1|2025-06-13 19:18:22|2025-06-13 19:18:22|125529_113-1 БЦ (ДАН)_13.06.2025|13806e11-1f56-11ef-9307-000c29f6a6d8bel|true|false|false
d59316cf-a893-47f5-827f-89d579567dbb|ffdbc03b-272e-471a-9da1-a0de9392516c|СМК-БЦ100-2|2025-06-13 10:00:59|2025-06-13 10:00:59|4416_100-2 БЦ (РУЛЬКА) _13.06.2025|c88bcaa8-f41d-48db-b12f-34fd3bfff522bel|true|false|false
a096ba6c-4506-46bb-82f9-691b9de8cc3e|ffdbc03b-272e-471a-9da1-a0de9392516c|СМК-БЦ100-2|2025-06-13 14:20:13|2025-06-13 14:20:13|4499_100-2 БЦ (РУЛЬКА) _13.06.2025|c88bcaa8-f41d-48db-b12f-34fd3bfff522bel|true|false|false
