id|shop_id|terminal_id|closed_at|opened_at|loyalty_id|staff_id|is_regular|is_refund|is_bulk
53d3ea8c-8b2b-4cf4-81b5-f94c76d844eb|abdd6e55-042f-4a2a-841b-bba860e77054|Харьков210-2|2025-06-11 14:14:07|2025-06-11 14:14:07|16877_210-2 Люботин_11.06.2025|a8bbcdcf-1271-4dae-be1f-49fd52d44144khar|true|false|false
eb1db1e5-6852-4ab6-81b6-89a69a75fcdc|80f41b87-2bed-40ce-a908-c5ff1d0f0e7a|Харьков282-2|2025-06-11 07:20:58|2025-06-11 07:20:58|10834_282-2 Максимовка (ЩЕДРИК)_11.06.2025|5e5876eb-eb74-43af-a29d-16e76cbccfb4khar|true|false|false
5e4f19f8-f981-46f9-81b7-577764061c2b|29b8d3cb-ed21-477a-b88b-f545f1ed9f5d|Харьков222-3|2025-06-11 12:23:41|2025-06-11 12:23:41|222_222-3 Лозовая_11.06.2025|ffe4612e-b7a7-411e-afa2-1a984e66855ekhar|true|false|false
963ab0fa-46ca-49dc-81b8-1c98276bb3fe|abdd6e55-042f-4a2a-841b-bba860e77054|Харьков210-2|2025-06-11 17:14:07|2025-06-11 17:14:07|16940_210-2 Люботин_11.06.2025|a8bbcdcf-1271-4dae-be1f-49fd52d44144khar|true|false|false
c2046585-03b4-4e33-81b8-716b171474d8|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|Харьков229-1|2025-06-11 08:16:35|2025-06-11 08:16:35|9892_229-1 Красноград (РУЛЬКА)_11.06.2025|b0b8a6e3-2404-11ef-a071-000c295cb14akhar|true|false|false
255a2e01-9a31-4b11-81b9-911960439533|d3bdeef2-8c3d-4fe0-a847-a743a6b3f9e9|Харьков240-6|2025-06-11 19:45:46|2025-06-11 19:45:46|12300_240-6 Богодухов Рулька_11.06.2025|36396c5c-c7ac-4e6d-9996-cb31c9501b9ekhar|true|false|false
9ea4fb73-7e9b-42ad-81ba-a95b0d1ecdeb|c75105c3-7058-440b-ba5c-9810192d2955|Харьков235-3|2025-06-11 11:20:21|2025-06-11 11:20:21|17990_235-3 Харьков (РУЛЬКА)_11.06.2025|ace1b368-9dbc-11ee-a06c-000c295cb14akhar|true|false|false
ffca6e1f-6c38-4089-81be-481e7013be3a|6a85cfce-0380-48af-b6b7-274d5445cb48|Харьков230-3|2025-06-11 20:33:54|2025-06-11 20:33:54|7523_230-3 Чугуев (РУЛЬКА)_11.06.2025|f8ee3326-c52b-4c88-91e7-959472d2e3d0khar|true|false|false
25ced7ae-db16-4571-81bf-0ed54a5c249f|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|Харьков229-3|2025-06-11 12:00:39|2025-06-11 12:00:39|6742_229-3 Красноград (РУЛЬКА)_11.06.2025|c5bc8c32-2891-11ef-a071-000c295cb14akhar|true|false|false
27c2fbc5-6e3c-456c-81c2-37038be48c23|5e90c339-f57f-49f5-8c93-94977c413816|Харьков211-2|2025-06-11 16:59:57|2025-06-11 16:59:57|72631_211-2 Харьков_11.06.2025|af2a67ec-b93b-4ded-8a0c-a5936d77a55akhar|true|false|false
733d502d-db57-49f2-81c2-859dd872a78e|ea5281c5-f484-4638-8e63-bdc5853283f4|Харьков220-4|2025-06-11 21:57:59|2025-06-11 21:57:59|9107_220-4 Ольшаны_11.06.2025|27a73c4f-0156-11ee-a067-000c295cb14akhar|true|false|false
e4202a9e-715f-4ec0-81c3-4efd9f1926c0|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|Харьков229-3|2025-06-11 11:18:01|2025-06-11 11:18:01|6703_229-3 Красноград (РУЛЬКА)_11.06.2025|c5bc8c32-2891-11ef-a071-000c295cb14akhar|true|false|false
1de36aa9-a280-4ba7-81c5-5ebd9f5325a0|d3bdeef2-8c3d-4fe0-a847-a743a6b3f9e9|Харьков240-4|2025-06-11 12:42:22|2025-06-11 12:42:22|3818_240-4 Богодухов Рулька_11.06.2025|85f59764-0de2-11ef-a06f-000c295cb14akhar|true|false|false
8e6b4896-a540-4b82-81c5-60c1df8ec2bc|29b8d3cb-ed21-477a-b88b-f545f1ed9f5d|Харьков222-5|2025-06-11 09:58:21|2025-06-11 09:58:21|103519_222-5 Лозовая_11.06.2025|1e2be314-1a44-4a24-9ea4-c859f2b9a848khar|true|false|false
fe7f012b-0c98-4af7-81c5-bfb75abd1730|ea5281c5-f484-4638-8e63-bdc5853283f4|Харьков220-3|2025-06-11 08:52:24|2025-06-11 08:52:24|7808_220-3 Ольшаны_11.06.2025|74a49358-ead7-4337-90bc-656ec6b2b1dfkhar|true|false|false
