id|receipt_id|product_id|scanned_at|receipt_closed_at|supplier_id|price|qty|total_price|original_price|margin_price_total|discount|total_vat|total_excise
1|512c16e3-db18-493b-8847-e43eff53d392|000045661|2025-06-14 12:25:52|2025-06-14 12:25:52|null|25|1|25,00||25|||
14|912de15e-a101-45a9-affb-2366dcb3d292|000043187|2025-06-14 20:05:48|2025-06-14 20:05:48|da2ff104-7c10-4172-ab4b-97a93d1eb897|54,4|1|54,40|40,32|14,08|||
2|12045854-2242-4183-abfa-89a9cdfec0d9|000046496|2025-06-14 08:38:26|2025-06-14 08:38:26|d50a89c5-0bd5-4539-8077-fe35c1f1ac0d|18,9|1|18,90|14,74807692|4,15192308|||
3|baf76f0a-c167-476a-a0f5-ecaf58b60747|000026636|2025-06-14 13:06:42|2025-06-14 13:06:42|08d38c0b-35ea-42b0-8139-d7c753e8a4d7|199,5|0,9|179,55|146,04007582|48,11393176|||
5|da5f12d5-5429-4d2e-a3b6-5835bcf676e1|000055142|2025-06-14 12:54:34|2025-06-14 12:54:34|null|239|0,149|35,61|89,44444444|22,28277778|0,00||
3|b3a6f248-bf6c-4866-a95b-217f17e89b81|000010835|2025-06-14 13:46:48|2025-06-14 13:46:48|null|149,9|0,118|17,69|136,2|1,6184|0,00||
1|877f88c9-1079-4ee5-bde8-516b6c483d4f|000053102|2025-06-14 11:07:34|2025-06-14 11:07:34|c5e04bc3-e477-11ef-9318-000c29f6a6d8|24,5|1|24,50|22,02|2,48|||
4|30ba0619-8519-4664-a327-610098bcd6ff|000041841|2025-06-14 16:40:48|2025-06-14 16:40:48|null|99,9|1,678|167,63|93,75|10,3175|0,00||
2|d8ffff81-32d0-49b0-9623-cc1334d0d589|000053835|2025-06-14 13:06:08|2025-06-14 13:06:08|e31362d8-686d-4dc1-b66b-379ca56b8283|22,9|1|22,90|15,55|7,35|||
1|8352aed3-475a-407d-a106-507f648b5c61|000033874|2025-06-14 17:53:06|2025-06-14 17:53:06|94f8b847-c1a0-4e58-9009-7531c471d180|5|1|5,00|2,60000275|2,39999725|||
1|67f4f3f4-bc49-402b-95df-b090bb9d2fdf|000033875|2025-06-14 16:02:47|2025-06-14 16:02:47|94f8b847-c1a0-4e58-9009-7531c471d180|3,5|1|3,50|1,419996|2,080004|||
13|7f659ee5-19ad-42e2-9d88-98ce81682299|000032838|2025-06-14 14:18:10|2025-06-14 14:18:10|null|380|0,468|177,84|164,42|100,89144|||
7|1c56ef5c-b692-4eb7-8191-e7f811751c9d|000055024|2025-06-14 18:47:57|2025-06-14 18:47:57|0cf8c69a-34ab-11f0-9320-000c29f6a6d8|59,5|1|59,50|41,52|17,98|||
11|d18b6fbe-3af6-4be9-b84a-166684ef7b91|000046893|2025-06-14 15:11:34|2025-06-14 15:11:34|3c961c69-69bf-11ea-8d99-000c2950e53b|359,5|0,151|54,28|269,04006849|13,65494966|0,00||
17|39310493-d8cf-4d88-be42-1a3c86971f4e|000021853|2025-06-14 16:43:09|2025-06-14 16:43:09|846af46a-8af9-11ef-9311-000c29f6a6d8|25,9|1|25,90|18,12|7,78|||
7|fec8c39c-43f8-48f8-9500-ede903d77457|000010751|2025-06-14 18:19:20|2025-06-14 18:19:20|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|59,9|0,488|29,23|53,77|2,99024|0,00||
10|8397a4a1-1a5e-4cea-8691-120d522438a2|000012407|2025-06-14 12:29:21|2025-06-14 12:29:21|3c961c69-69bf-11ea-8d99-000c2950e53b|214,9|1,127|242,19|214,9|-0,0023|0,00||
2|4a69e6af-c92c-4209-aff1-2069120a0b4c|000039742|2025-06-14 11:42:15|2025-06-14 11:42:15|null|30|1|30,00|6,04641026|23,95358974|||
13|67d3a892-65f9-444b-92a1-4fd67a34c7e0|000023898|2025-06-14 11:54:42|2025-06-14 11:54:42|da2ff104-7c10-4172-ab4b-97a93d1eb897|19,9|1|19,90|15,18|4,72|||
1|bfadda4d-da2f-4b9d-9eec-1818600ba29c|000010808|2025-06-14 15:09:44|2025-06-14 15:09:44|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|46,9|0,708|33,21|40,19001585|4,75546878|0,00||
1|b37e3c86-ff20-471d-9d12-1bc525d9998e|000045892|2025-06-14 12:14:00|2025-06-14 12:14:00|4693e4ae-e253-41cd-8736-e99ac7c93769|124,8|1|124,80|119,65|5,15|||
5|3f6238d3-c871-4dc9-b2f2-aceeb5a1ad58|000010708|2025-06-14 14:00:09|2025-06-14 14:00:09|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|27,9|0,72|20,09|28,1|-0,142|0,00||
3|fdff45bb-adfb-4f55-b519-ac35148544ad|000048363|2025-06-14 18:50:42|2025-06-14 18:50:42|null|0,4|2|0,69|0,24|0,21|0,11||
5|17c42b00-c7f6-4d72-9929-77b5e6b82fc9|000010751|2025-06-14 18:12:09|2025-06-14 18:12:09|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|59,9|0,39|23,36|60,39001189|-0,19210464|0,00||
6|6e0fc5f1-b260-4659-8aa9-52641d34998d|000010771|2025-06-14 13:07:42|2025-06-14 13:07:42|null|159,9|1,044|166,94|182,1797619|-23,25567142|0,00||
2|6df2e7da-6b37-47b6-b7f3-423ff3873248|000054013|2025-06-14 09:42:11|2025-06-14 09:42:11|e5d5a8b0-743f-4c1d-9591-236e6e295158|137,9|0,438|60,40|107,00399959|13,53224818|0,00||
1|ca77678c-c1fc-431b-b7ac-a34359c63404|000033874|2025-06-14 12:15:09|2025-06-14 12:15:09|94f8b847-c1a0-4e58-9009-7531c471d180|5|1|5,00|2,60000275|2,39999725|||
1|f9888e07-db0f-4026-9525-c07a563c47da|000043132|2025-06-14 18:16:36|2025-06-14 18:16:36|2206d7f0-7187-41be-9464-9714ad228c10|22,9|1|21,70|18,12|3,58|1,20||
18|d513a999-b806-4ac9-9224-0cd55dc046da|000010751|2025-06-14 12:38:46|2025-06-14 12:38:46|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|59,9|0,728|43,61|60,39001189|-0,35392866|0,00||
3|9db5a219-7ae2-4639-b167-0e2ba256ce05|000012131|2025-06-14 20:32:28|2025-06-14 20:32:28|04f8deef-6ba7-4710-b918-61015c6c102a|2,2|2|4,40|1,56603448|1,26793104|||
5|4dcfd842-27eb-41eb-bd93-fa35daff8959|000050029|2025-06-14 16:02:51|2025-06-14 16:02:51|e1f002df-3fca-4782-9b69-c8885e119d7e|29,9|1|29,90|21|8,9|||
1|0508763a-fbc8-42d6-a056-2e3032def5f2|000054215|2025-06-14 18:40:17|2025-06-14 18:40:17|04f8deef-6ba7-4710-b918-61015c6c102a|18,9|1|18,90|15,756|3,144|||
1|d29a07e9-d0b5-4d93-b0ea-1804f59f3958|000054708|2025-06-14 14:14:04|2025-06-14 14:14:04|null|264,9|1,349|357,35|264,9|-0,0001|0,00||
2|517c682c-5a11-4e2f-a68a-ef9866cb3c6d|000014441|2025-06-14 20:51:42|2025-06-14 20:51:42|d50a89c5-0bd5-4539-8077-fe35c1f1ac0d|23,6|1|23,60|17,49604167|6,10395833|||
1|5cee3fb5-a002-4702-92b1-13783338db21|000010837|2025-06-14 16:35:06|2025-06-14 16:35:06|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|84,9|0,432|36,68|80,45|1,9256|0,00||
4|1427a2cb-9152-4a01-a630-671033bfc643|000009139|2025-06-14 14:59:46|2025-06-14 14:59:46|3c961c69-69bf-11ea-8d99-000c2950e53b|84,9|0,478|40,58|84,90004968|-0,00222375|0,00||
5|e7d484d2-cc8d-4285-9afb-29ff9674ef34|000048363|2025-06-14 17:54:00|2025-06-14 17:54:00|null|0,4|2|0,80|0,24|0,32|||
17|31d773cc-2d84-474e-ab46-ae0a19ae9196|000047589|2025-06-14 18:08:10|2025-06-14 18:08:10|e2fda165-a582-11ef-9313-000c29f6a6d8|45|1|45,00|33|12|||
1|62d17043-480e-4287-80c9-a52378ffc0d7|000049544|2025-06-14 13:40:35|2025-06-14 13:40:35|e1f002df-3fca-4782-9b69-c8885e119d7e|32,5|3|97,50|22,98|28,56|||
8|2945492b-5039-4f52-b0ad-4255e65a00da|000048363|2025-06-14 18:51:37|2025-06-14 18:51:37|null|0,4|1|0,40|0,24|0,16|||
1|45927307-55a7-46d9-9087-97a717c9a48a|000042955|2025-06-14 18:41:56|2025-06-14 18:41:56|null|189,9|0,084|15,95|189,9|-0,0016|0,00||
1|6f06f3ba-31be-4283-af3e-e4019ea77dc1|000045861|2025-06-14 18:30:03|2025-06-14 18:30:03|94f8b847-c1a0-4e58-9009-7531c471d180|3,5|2|7,00|1,419996|4,160008|||
6|d9a5cb1a-e238-436e-adde-b74d10d6aefe|000023255|2025-06-14 17:17:28|2025-06-14 17:17:28|69c3ab0c-ad2b-4304-97b8-ddd37a017354|35,4|1|35,40|26,988|8,412|||
31|f40934b8-d58b-4973-91cf-8d0ae9502152|000053059|2025-06-14 15:49:18|2025-06-14 15:49:18|5e1bec36-e302-11ef-9318-000c29f6a6d8|20,9|1|20,90|14,64|6,26|||
1|979966ce-d9ac-471c-b845-7cf6f79769d7|000010501|2025-06-14 15:30:47|2025-06-14 15:30:47|256f6349-ee74-4c51-85a1-ff5e1d14ffb6|47,3|1|47,30|38,1|9,2|||
