id|shop_id|terminal_id|closed_at|opened_at|loyalty_id|staff_id|is_regular|is_refund|is_bulk
928e2f2f-15b7-40ce-805b-cef34f28941e|c7bd926d-3458-4ff1-8ddf-e96faed23f53|ДнепрРулька2|2025-06-04 08:12:12|2025-06-04 08:12:12|12375_001-2 Днепр (РУЛЬКА)_04.06.2025|5732b67e-f8dd-11ee-9d53-000c29bb747fdnepr|true|false|false
b0a59460-91f5-4df8-805c-d4b1e81d6b52|c7bd926d-3458-4ff1-8ddf-e96faed23f53|ДнепрРулька2|2025-06-04 17:21:12|2025-06-04 17:21:12|12768_001-2 Днепр (РУЛЬКА)_04.06.2025|5732b67e-f8dd-11ee-9d53-000c29bb747fdnepr|true|false|false
43b8e06d-1126-40f1-8084-3a8c37cc31d4|c7bd926d-3458-4ff1-8ddf-e96faed23f53|ДнепрРулька3|2025-06-04 19:34:23|2025-06-04 19:34:23|112139_001-3 Днепр (РУЛЬКА)_04.06.2025|57b6c99e-f11e-48dd-81aa-18a2708e0055dnepr|true|false|false
507b4e74-1987-4a17-801f-1c0c8873b747|c7bd926d-3458-4ff1-8ddf-e96faed23f53|ДнепрРулька2|2025-06-04 20:29:41|2025-06-04 20:29:41|12975_001-2 Днепр (РУЛЬКА)_04.06.2025|5732b67e-f8dd-11ee-9d53-000c29bb747fdnepr|true|false|false
c678aa8d-3ae7-411b-801f-ecec576b9e12|c7bd926d-3458-4ff1-8ddf-e96faed23f53|ДнепрРулька2|2025-06-04 18:37:43|2025-06-04 18:37:43|12865_001-2 Днепр (РУЛЬКА)_04.06.2025|5732b67e-f8dd-11ee-9d53-000c29bb747fdnepr|true|false|false
9cb45c68-6d57-4923-8039-a34ef4720aae|c7bd926d-3458-4ff1-8ddf-e96faed23f53|ДнепрРулька2|2025-06-04 12:15:20|2025-06-04 12:15:20|12543_001-2 Днепр (РУЛЬКА)_04.06.2025|5732b67e-f8dd-11ee-9d53-000c29bb747fdnepr|true|false|false
3cebae94-6463-4fa1-8097-d356f506ba66|c7bd926d-3458-4ff1-8ddf-e96faed23f53|ДнепрРулька3|2025-06-04 10:13:50|2025-06-04 10:13:50|111670_001-3 Днепр (РУЛЬКА)_04.06.2025|57b6c99e-f11e-48dd-81aa-18a2708e0055dnepr|true|false|false
99553b5b-59ff-4231-80a1-3149cdc565a9|c7bd926d-3458-4ff1-8ddf-e96faed23f53|ДнепрРулька2|2025-06-04 14:13:13|2025-06-04 14:13:13|12625_001-2 Днепр (РУЛЬКА)_04.06.2025|5732b67e-f8dd-11ee-9d53-000c29bb747fdnepr|true|false|false
d216e092-4b6a-4e7a-80b6-ab0b795c4130|c7bd926d-3458-4ff1-8ddf-e96faed23f53|ДнепрРулька3|2025-06-04 16:58:51|2025-06-04 16:58:51|111955_001-3 Днепр (РУЛЬКА)_04.06.2025|57b6c99e-f11e-48dd-81aa-18a2708e0055dnepr|true|false|false
75012fc3-18b4-46c9-80c1-7b31a588a07b|c7bd926d-3458-4ff1-8ddf-e96faed23f53|ДнепрРулька3|2025-06-04 21:07:12|2025-06-04 21:07:12|112248_001-3 Днепр (РУЛЬКА)_04.06.2025|57b6c99e-f11e-48dd-81aa-18a2708e0055dnepr|true|false|false
