id|receipt_id|product_id|scanned_at|receipt_closed_at|supplier_id|price|qty|total_price|original_price|margin_price_total|discount|total_vat|total_excise
18|4c54984e-1c80-48bd-9088-5171b8727a20|000054543|2025-06-03 15:38:31|2025-06-03 15:38:31|f4b744bb-5ee1-11ef-930d-000c29f6a6d8|545,9|0,143|39,03|419,3989899|-20,94405556|39,03||
3|6c24ff6f-b23f-48d3-ac40-6522f12128fa|000010776|2025-06-03 08:09:44|2025-06-03 08:09:44|null|79,9|0,404|32,28|76,75010352|1,27295818|0,00||
21|1932b4a9-84de-4630-9a24-8c46ec8c46ee|000039742|2025-06-03 19:46:15|2025-06-03 19:46:15|null|30|1|30,00|6,27691781|23,72308219|||
6|41faa972-d74a-4afd-b642-039b890904cf|000052557|2025-06-03 15:15:09|2025-06-03 15:15:09|99eea868-b081-11ef-9313-000c29f6a6d8|26,9|1|26,90|20,4|6,5|||
20|e81866c5-f289-44a0-be9d-f284c103c5e2|000042043|2025-06-03 18:22:49|2025-06-03 18:22:49|525fc75e-a816-11ef-9313-000c29f6a6d8|14|1|14,00|12,72|1,28|||
2|11781366-4d05-4391-897b-fb4b29cccdfb|000048635|2025-06-03 18:40:10|2025-06-03 18:40:10|75df4092-9d0c-4531-9b27-0acff65d37f5|36,7|1|36,70|27,24|9,46|||
8|f49beae3-a090-44f8-8ca1-ab51db765a80|000048363|2025-06-03 13:32:40|2025-06-03 13:32:40|null|0,4|1|0,40|0,24|0,16|||
1|bf6c5299-83ba-4bca-b9f2-fb34dc26916e|000009899|2025-06-03 16:17:08|2025-06-03 16:17:08|89a96d92-e524-4cc1-9da4-96230543fb62|41,9|1|39,71|31,8|7,91|2,19||
2|5e2531bf-6492-4b56-bdd4-81497e72bd04|000008927|2025-06-03 09:18:12|2025-06-03 09:18:12|94f8b847-c1a0-4e58-9009-7531c471d180|5,9|1|5,90|4,5|1,4|||
4|6234c2aa-9679-4ff5-b4da-922c34198ad3|000048363|2025-06-03 20:05:54|2025-06-03 20:05:54|null|0,4|1|0,40|0,24|0,16|||
2|e52a4630-afe9-424a-8d2d-fac56098a005|000048944|2025-06-03 15:11:17|2025-06-03 15:11:17|3c961c69-69bf-11ea-8d99-000c2950e53b|165,5|1,799|297,73|127,5|68,3575|0,00||
2|c53011b5-c0b9-4c50-8ca7-f0c7a7b0d46b|000036381|2025-06-03 10:58:52|2025-06-03 10:58:52|e31362d8-686d-4dc1-b66b-379ca56b8283|31,7|2|63,40|21,57|20,26|||
2|33841ea3-75fd-4d54-b2fa-8f72f45dd607|000044056|2025-06-03 08:15:27|2025-06-03 08:15:27|94f8b847-c1a0-4e58-9009-7531c471d180|2,2|1|2,20|1,25|0,95|||
2|84f5f082-e12e-428e-b166-f8dbd6b38ba8|000039374|2025-06-03 19:11:46|2025-06-03 19:11:46|cdfdaa09-d296-4687-9e74-fbb150d71448|35,2|1|35,20|30,6|4,6|||
1|f95a5524-891a-4462-bd9f-20603fc763db|000024957|2025-06-03 17:33:46|2025-06-03 17:33:46|2206d7f0-7187-41be-9464-9714ad228c10|27,5|1|27,50|22,7425|4,7575|||
1|8fb3f962-c25c-4be1-b9e0-3b04a79c7e12|000011297|2025-06-03 20:10:50|2025-06-03 20:10:50|8080af21-690d-445b-85bf-b1632a2d0af7|38,5|3|115,50|43,62|-15,36||18,33|5,50
5|64d87a45-6335-4619-8784-c1e2ff4238e9|000010714|2025-06-03 16:39:48|2025-06-03 16:39:48|null|29,9|0,572|17,08|20,51993683|5,34259613|0,02||
1|d836af80-605f-4334-a603-2a692544f082|000008286|2025-06-03 11:30:54|2025-06-03 11:30:54|0794d27d-a746-4e54-9e67-3f14ef9de7b0|89,9|1|89,90|62,7|27,2|||
3|05e54cb1-01f7-4163-a0f9-cab797aa2a28|000017019|2025-06-03 20:12:13|2025-06-03 20:12:13|c5e04bc3-e477-11ef-9318-000c29f6a6d8|33,5|1|33,50|28,2|5,3|||
1|f0da3478-db41-46a3-80f6-1f7df55411b9|000021758|2025-06-03 18:05:25|2025-06-03 18:05:25|a7c1accf-a68f-11ef-9313-000c29f6a6d8|8,9|2|17,50|6,8|3,9|0,30||
4|587aa411-52a7-48de-9e98-628bc2d10cdc|000043012|2025-06-03 12:21:10|2025-06-03 12:21:10|f0a9a42f-3c97-11f0-9320-000c29f6a6d8|27,9|1|27,90|22,38|5,52|||
10|4e164f2f-f981-4bd7-8b00-908db421aeb5|000010751|2025-06-03 16:55:11|2025-06-03 16:55:11|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|69,9|0,852|59,55|47,27994825|19,26748409|0,00||
12|b1ad2912-2ef4-420b-ad3b-4c9f090f04a6|000025188|2025-06-03 15:26:51|2025-06-03 15:26:51|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|47,9|0,866|41,47|47,88|0,00592|0,01||
2|99966a38-17ba-4365-830e-f0c24c10f0a6|000010780|2025-06-03 19:46:38|2025-06-03 19:46:38|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|129,9|1,018|49,76|121,37066667|-73,79533867|82,48||
6|be652a1e-e12c-492e-92dd-c2c4725f26c8|000008115|2025-06-03 09:41:57|2025-06-03 09:41:57|null|219,9|0,494|108,63|219,90009138|-0,00064514|0,00||
1|946ce44e-5532-49df-97af-ec1c2e97b37c|000021231|2025-06-03 15:35:33|2025-06-03 15:35:33|null|28,9|1,464|42,31|27,53001346|2,00606029|0,00||
15|fb8e15a1-78f0-4ae8-aca1-ce48376226fe|000043891|2025-06-03 13:59:45|2025-06-03 13:59:45|94f8b847-c1a0-4e58-9009-7531c471d180|219,9|0,238|52,34|155,04|15,44048|0,00||
3|47c54e57-2690-4ec9-8c7e-e8679c76db91|000005393|2025-06-03 10:05:32|2025-06-03 10:05:32|7db6eab7-441c-47f1-b2c9-87daf4e3b5e3|84,5|2|169,00|65,94|37,12|||
1|8f7160eb-18e0-444b-9ed0-a446adfd9912|000010808|2025-06-03 13:29:00|2025-06-03 13:29:00|8f4e78f0-9d58-48dc-ab56-c9a0f0a4b2f5|42,9|1,642|70,44|40,72977941|3,56170221|0,00||
3|84d1fabc-7434-497e-8818-2bef6ad700a1|000042316|2025-06-03 19:06:08|2025-06-03 19:06:08|3c961c69-69bf-11ea-8d99-000c2950e53b|199,9|0,228|43,73|155,91|8,18252|1,85||
6|4f107ac5-ed76-4762-9cf2-8a2317f6a304|000044056|2025-06-03 17:38:39|2025-06-03 17:38:39|94f8b847-c1a0-4e58-9009-7531c471d180|2,2|1|2,20|1,25|0,95|||
