id|shop_id|terminal_id|closed_at|opened_at|loyalty_id|staff_id|is_regular|is_refund|is_bulk
2190d36e-d9b7-4ad7-8069-f9159785797e|d68a0160-5606-4859-a389-639208c63a46|Киев108-3|2025-06-03 07:28:22|2025-06-03 07:28:22|266190_108-3 Киев_03.06.2025|d1e823ed-e822-4fb3-bd4c-22268a416a09kiev|true|false|false
de4b7472-780d-47f6-806b-22038db7ef67|e7824c72-91d1-43d1-81d9-435b389f2b34|Борисполь112-1|2025-06-03 19:50:41|2025-06-03 19:50:41|6509_112-1 Борисполь_03.06.2025|ac12f42e-bc31-11ee-a06c-000c295cb14akiev|true|false|false
fb701d99-a3b0-4fac-8072-f9e09434d348|e7824c72-91d1-43d1-81d9-435b389f2b34|Борисполь112-1|2025-06-03 13:05:32|2025-06-03 13:05:32|6390_112-1 Борисполь_03.06.2025|ac12f42e-bc31-11ee-a06c-000c295cb14akiev|true|false|false
8bfae38f-b350-47f9-8075-82f00919180c|d68a0160-5606-4859-a389-639208c63a46|Киев108-2|2025-06-03 16:19:09|2025-06-03 16:19:09|210146_108-2 Киев_03.06.2025|0ec0a9af-34a2-4f63-8919-503ff8e5e4bfkiev|true|false|false
1b93aea3-31c2-4a7d-8076-ac9f0d9989b7|635a06b9-9c40-44fb-98dc-65d7d4b846f7|Киев132-2|2025-06-03 15:37:37|2025-06-03 15:37:37|3926_132-2 Борисполь_03.06.2025|108d6734-700f-4ab9-a188-e74e41c9202bkiev|true|false|false
5e276bcb-46af-458a-8078-61f347e4d146|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-2|2025-06-03 14:30:17|2025-06-03 14:30:17|9710_013-2 Борисполь_03.06.2025|90f89f17-04ae-4500-9189-406857272a56kiev|true|false|false
0d4aeb92-f4a7-4fc5-807e-fbf4c780804f|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-1|2025-06-03 18:47:11|2025-06-03 18:47:11|13848_013-1 Борисполь_03.06.2025|85654bd3-6186-45bf-8b8d-852922a5048ekiev|true|false|false
67f306c2-8aa0-46da-8080-41649211597b|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-1|2025-06-03 20:34:44|2025-06-03 20:34:44|13948_013-1 Борисполь_03.06.2025|85654bd3-6186-45bf-8b8d-852922a5048ekiev|true|false|false
1f8caa81-cf7a-4c3e-8085-4fa302ce3e7f|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-2|2025-06-03 16:13:20|2025-06-03 16:13:20|9796_013-2 Борисполь_03.06.2025|90f89f17-04ae-4500-9189-406857272a56kiev|true|false|false
44bdc602-2a89-4ec2-8085-fc7c55487e0d|e3a9870a-22dc-43bf-a4d7-6af500532565|Борисполь13-1|2025-06-03 19:36:46|2025-06-03 19:36:46|13906_013-1 Борисполь_03.06.2025|85654bd3-6186-45bf-8b8d-852922a5048ekiev|true|false|false
